feature_id,feature_area,feature_type,cli_surface,user_story,expected_behavior,implementation_status,story_status,test_status,last_tested_at,test_command,test_result,error_notes,existing_evidence,manual_test_data_needed,source_refs
CMD-149,Issue,CLI command,linctl issue vcs-branch-search shared-access,"As a Linear operator using linctl, I want to show shared-access metadata for the issue matched by a VCS branch so I can work from the agent-safe CLI surface.",Show shared-access metadata for the issue matched by a VCS branch. Usage: linctl issue vcs-branch-search shared-access BRANCH_NAME. Local-only behavior must not perform unintended remote mutations.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 198 issue VCS branch projections,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-150,Issue,CLI command,linctl issue vcs-branch-search state-history,"As a Linear operator using linctl, I want to list workflow state history for the issue matched by a VCS branch so I can work from the agent-safe CLI surface.",List workflow state history for the issue matched by a VCS branch. Usage: linctl issue vcs-branch-search state-history BRANCH_NAME [flags]. Supported flags: --limit int maximum state spans to return (default 50) Local-only behavior must not perform unintended remote mutations.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 198 issue VCS branch projections,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-151,Issue,CLI command,linctl issue vcs-branch-search subscribers,"As a Linear operator using linctl, I want to list subscribers for the issue matched by a VCS branch so I can work from the agent-safe CLI surface.",List subscribers for the issue matched by a VCS branch. Usage: linctl issue vcs-branch-search subscribers BRANCH_NAME [flags]. Supported flags: --limit int maximum subscribers to return (default 50) Local-only behavior must not perform unintended remote mutations.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 198 issue VCS branch projections,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-152,Issue Relation,CLI command,linctl issue-relation get,"As a Linear operator using linctl, I want to get one issue relation by id so I can work from the agent-safe CLI surface.",Get one issue relation by id. Usage: linctl issue-relation get ISSUE_RELATION_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue_relation.go
CMD-153,Issue Relation,CLI command,linctl issue-relation list,"As a Linear operator using linctl, I want to list visible issue relations so I can work from the agent-safe CLI surface.",List visible issue relations. Usage: linctl issue-relation list [flags]. Supported flags: --limit int maximum issue relations to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/issue_relation.go
CMD-154,Issue To Release,CLI command,linctl issue-to-release get,"As a Linear operator using linctl, I want to get one Issue-to-Release association by id so I can work from the agent-safe CLI surface.",Get one Issue-to-Release association by id. Usage: linctl issue-to-release get ISSUE_TO_RELEASE_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue_to_release.go
CMD-155,Issue To Release,CLI command,linctl issue-to-release list,"As a Linear operator using linctl, I want to list visible Issue-to-Release associations so I can work from the agent-safe CLI surface.",List visible Issue-to-Release associations. Usage: linctl issue-to-release list [flags]. Supported flags: --limit int maximum Issue-to-Release associations to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/issue_to_release.go
CMD-156,Label,CLI command,linctl label children,"As a Linear operator using linctl, I want to list child labels under one label group so I can work from the agent-safe CLI surface.",List child labels under one label group. Usage: linctl label children LABEL_ID [flags]. Supported flags: --limit int maximum labels to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/label.go
CMD-157,Label,CLI command,linctl label get,"As a Linear operator using linctl, I want to get one label by id so I can work from the agent-safe CLI surface.",Get one label by id. Usage: linctl label get LABEL_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/label.go
CMD-158,Label,CLI command,linctl label issues,"As a Linear operator using linctl, I want to list Issues associated with one label so I can work from the agent-safe CLI surface.",List Issues associated with one label. Usage: linctl label issues LABEL_ID [flags]. Supported flags: --limit int maximum Issues to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/label.go
CMD-159,Label,CLI command,linctl label list,"As a Linear operator using linctl, I want to list visible labels so I can work from the agent-safe CLI surface.",List visible labels. Usage: linctl label list [flags]. Supported flags: --limit int maximum labels to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/label.go
CMD-160,Core,CLI command,linctl next,"As a Linear operator using linctl, I want to pick the next unblocked issue and start it so I can work from the agent-safe CLI surface.",Pick the next unblocked issue and start it. Usage: linctl next [flags]. Supported flags: --checkout git checkout -b the issue branch before starting it; --dry-run preview the pick without starting it or creating a branch; --limit int maximum candidate issues to inspect (default 20),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/next.go
CMD-161,Notification,CLI command,linctl notification get,"As a Linear operator using linctl, I want to get one notification by id so I can work from the agent-safe CLI surface.",Get one notification by id. Usage: linctl notification get NOTIFICATION_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/notification.go
CMD-162,Notification,CLI command,linctl notification list,"As a Linear operator using linctl, I want to list authenticated user notifications so I can work from the agent-safe CLI surface.",List authenticated user notifications. Usage: linctl notification list [flags]. Supported flags: --limit int maximum notifications to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/notification.go
CMD-163,Notification,CLI command,linctl notification subscription get,"As a Linear operator using linctl, I want to get one notification subscription by id so I can work from the agent-safe CLI surface.",Get one notification subscription by id. Usage: linctl notification subscription get NOTIFICATION_SUBSCRIPTION_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/notification.go
CMD-164,Notification,CLI command,linctl notification subscription list,"As a Linear operator using linctl, I want to list authenticated user notification subscriptions so I can work from the agent-safe CLI surface.",List authenticated user notification subscriptions. Usage: linctl notification subscription list [flags]. Supported flags: --limit int maximum notification subscriptions to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/notification.go
CMD-165,Organization,CLI command,linctl organization exists,"As a Linear operator using linctl, I want to check whether a Linear organization URL key exists so I can work from the agent-safe CLI surface.",Check whether a Linear organization URL key exists. Usage: linctl organization exists URL_KEY.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/organization.go
CMD-166,Organization,CLI command,linctl organization labels,"As a Linear operator using linctl, I want to list organization-level issue labels so I can work from the agent-safe CLI surface.",List organization-level issue labels. Usage: linctl organization labels [flags]. Supported flags: --limit int maximum labels to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/organization.go
CMD-167,Organization,CLI command,linctl organization project-labels,"As a Linear operator using linctl, I want to list organization-level project labels so I can work from the agent-safe CLI surface.",List organization-level project labels. Usage: linctl organization project-labels [flags]. Supported flags: --limit int maximum project labels to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/organization.go
CMD-168,Organization,CLI command,linctl organization teams,"As a Linear operator using linctl, I want to list teams visible to the authenticated user so I can work from the agent-safe CLI surface.",List teams visible to the authenticated user. Usage: linctl organization teams [flags]. Supported flags: --limit int maximum teams to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/organization.go
CMD-169,Organization,CLI command,linctl organization templates,"As a Linear operator using linctl, I want to list organization-level Linear templates so I can work from the agent-safe CLI surface.",List organization-level Linear templates. Usage: linctl organization templates [flags]. Supported flags: --limit int maximum organization templates to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/organization.go
CMD-170,Organization,CLI command,linctl organization users,"As a Linear operator using linctl, I want to list active users visible to the authenticated user so I can work from the agent-safe CLI surface.",List active users visible to the authenticated user. Usage: linctl organization users [flags]. Supported flags: --limit int maximum users to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/organization.go
CMD-171,Project,CLI command,linctl project all,"As a Linear operator using linctl, I want to list visible Linear projects across the organization so I can work from the agent-safe CLI surface.",List visible Linear projects across the organization. Usage: linctl project all [flags]. Supported flags: --limit int maximum projects to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/project.go
CMD-172,Project,CLI command,linctl project archive,"As a Linear operator using linctl, I want to archive a project after pinned-target comparison so I can work from the agent-safe CLI surface.",Archive a project after pinned-target comparison. Usage: linctl project archive PROJECT_ID. Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-173,Project,CLI command,linctl project attachments,"As a Linear operator using linctl, I want to list project attachments so I can work from the agent-safe CLI surface.",List project attachments. Usage: linctl project attachments PROJECT_ID [flags]. Supported flags: --limit int maximum attachments to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-174,Project,CLI command,linctl project comments,"As a Linear operator using linctl, I want to list project comments without body content so I can work from the agent-safe CLI surface.",List project comments without body content. Usage: linctl project comments PROJECT_ID [flags]. Supported flags: --limit int maximum comments to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed | docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-175,Project,CLI command,linctl project create,"As a Linear operator using linctl, I want to create a project in the pinned team so I can work from the agent-safe CLI surface.",Create a project in the pinned team. Usage: linctl project create [flags]. Supported flags: --description string project description; --name string project name Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,,skills/linctl/references/commands.md; internal/cli/project.go
CMD-176,Project,CLI command,linctl project documents,"As a Linear operator using linctl, I want to list project documents so I can work from the agent-safe CLI surface.",List project documents. Usage: linctl project documents PROJECT_ID [flags]. Supported flags: --limit int maximum documents to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-177,Project,CLI command,linctl project external-links,"As a Linear operator using linctl, I want to list project external links so I can work from the agent-safe CLI surface.",List project external links. Usage: linctl project external-links PROJECT_ID [flags]. Supported flags: --limit int maximum external links to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-178,Project,CLI command,linctl project filter-suggestion,"As a Linear operator using linctl, I want to suggest a project filter from a text prompt so I can work from the agent-safe CLI surface.",Suggest a project filter from a text prompt. Usage: linctl project filter-suggestion PROMPT [flags]. Supported flags: --team-id string optional team id for team-scoped project views,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go; internal/cli/coverage_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-179,Project,CLI command,linctl project get,"As a Linear operator using linctl, I want to get one project by id or slug so I can work from the agent-safe CLI surface.",Get one project by id or slug. Usage: linctl project get PROJECT_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-180,Project,CLI command,linctl project history,"As a Linear operator using linctl, I want to list project history so I can work from the agent-safe CLI surface.",List project history. Usage: linctl project history PROJECT_ID [flags]. Supported flags: --limit int maximum history entries to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-181,Project,CLI command,linctl project initiative-links,"As a Linear operator using linctl, I want to list project initiative associations so I can work from the agent-safe CLI surface.",List project initiative associations. Usage: linctl project initiative-links PROJECT_ID [flags]. Supported flags: --limit int maximum initiative associations to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-182,Project,CLI command,linctl project initiatives,"As a Linear operator using linctl, I want to list project initiatives so I can work from the agent-safe CLI surface.",List project initiatives. Usage: linctl project initiatives PROJECT_ID [flags]. Supported flags: --limit int maximum initiatives to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-183,Project,CLI command,linctl project inverse-relations,"As a Linear operator using linctl, I want to list project inverse relations so I can work from the agent-safe CLI surface.",List project inverse relations. Usage: linctl project inverse-relations PROJECT_ID [flags]. Supported flags: --limit int maximum inverse relations to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-184,Project,CLI command,linctl project issues,"As a Linear operator using linctl, I want to list project issues so I can work from the agent-safe CLI surface.",List project issues. Usage: linctl project issues PROJECT_ID [flags]. Supported flags: --limit int maximum issues to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-185,Project,CLI command,linctl project labels,"As a Linear operator using linctl, I want to list project labels so I can work from the agent-safe CLI surface.",List project labels. Usage: linctl project labels PROJECT_ID [flags]. Supported flags: --limit int maximum labels to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-186,Project,CLI command,linctl project list,"As a Linear operator using linctl, I want to list projects for the resolved team so I can work from the agent-safe CLI surface.",List projects for the resolved team. Usage: linctl project list [flags]. Supported flags: --limit int maximum projects to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go; internal/cli/coverage_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,,skills/linctl/references/commands.md; internal/cli/project.go
CMD-187,Project,CLI command,linctl project members,"As a Linear operator using linctl, I want to list project members so I can work from the agent-safe CLI surface.",List project members. Usage: linctl project members PROJECT_ID [flags]. Supported flags: --limit int maximum members to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go; internal/cli/coverage_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-188,Project,CLI command,linctl project needs,"As a Linear operator using linctl, I want to list project customer needs so I can work from the agent-safe CLI surface.",List project customer needs. Usage: linctl project needs PROJECT_ID [flags]. Supported flags: --limit int maximum customer needs to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-189,Project,CLI command,linctl project open,"As a Linear operator using linctl, I want to open a project in the default browser so I can work from the agent-safe CLI surface.",Open a project in the default browser. Usage: linctl project open PROJECT_ID. Local-only behavior must not perform unintended remote mutations.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/open_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-190,Project,CLI command,linctl project relations,"As a Linear operator using linctl, I want to list project relations so I can work from the agent-safe CLI surface.",List project relations. Usage: linctl project relations PROJECT_ID [flags]. Supported flags: --limit int maximum relations to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-191,Project,CLI command,linctl project teams,"As a Linear operator using linctl, I want to list project teams so I can work from the agent-safe CLI surface.",List project teams. Usage: linctl project teams PROJECT_ID [flags]. Supported flags: --limit int maximum teams to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 195 project child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-192,Project,CLI command,linctl project update,"As a Linear operator using linctl, I want to update a project after pinned-target comparison so I can work from the agent-safe CLI surface.",Update a project after pinned-target comparison. Usage: linctl project update PROJECT_ID [flags]. Supported flags: --description string new project description; --name string new project name Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
CMD-193,Project,CLI command,linctl project updates,"As a Linear operator using linctl, I want to list project status updates so I can work from the agent-safe CLI surface.",List project status updates. Usage: linctl project updates PROJECT_ID [flags]. Supported flags: --limit int maximum project updates to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/project.go
